-2.74637,-1.90066,36.3096,1.34912,0.727851,35.6579,-0.160461,-2.99746,1.78526,0.328028,-2.09846,1.04351
-2.54078,-1.85951,36.4648,1.53398,0.743396,35.8419,1.55159,-1.17779,2.25625,0.443898,-2.04872,1.18142
-2.28091,-1.68302,36.5934,1.81101,0.846032,35.9535,3.54742,0.91539,2.67041,0.103394,-2.17521,0.884423
-1.98041,-1.3532,36.619,2.1594,1.07347,35.9069,5.4078,2.84446,2.98612,-0.861854,-2.43068,0.0117417
-1.65997,-0.859014,36.5442,2.54312,1.45915,35.7161,6.89139,4.37814,3.12715,-2.2997,-2.71457,-1.30868
-1.34774,-0.215426,36.4515,2.9159,1.99897,35.4947,8.10129,5.66435,2.97348,-3.69934,-2.92706,-2.63431
-1.06563,0.518798,36.4595,3.23785,2.62388,35.3963,9.41706,7.11202,2.40712,-4.51385,-3.05426,-3.51122
-0.802792,1.23669,36.6483,3.50098,3.20747,35.5056,11.1466,8.98288,1.40755,-4.48959,-3.23053,-3.75226
-0.513394,1.8029,36.9749,3.7363,3.61006,35.7393,13.2486,11.1385,0.0919607,-3.76406,-3.68095,-3.46961
-0.146724,2.08325,37.256,3.99127,3.73862,35.8718,15.4021,13.1927,-1.31728,-2.68772,-4.49318,-2.89356
0.318655,1.98937,37.2574,4.30253,3.58649,35.676,17.2533,14.8127,-2.5776,-1.54406,-5.52403,-2.16872
0.864079,1.53325,36.817,4.68703,3.22471,35.0381,18.568,15.8589,-3.54134,-0.464781,-6.53928,-1.35115
1.44413,0.83424,35.909,5.14009,2.75572,33.9843,19.2678,16.3636,-4.19008,0.509492,-7.37091,-0.488438
2.00308,0.0565703,34.6304,5.63045,2.26096,32.6418,19.4164,16.4584,-4.57681,1.381,-7.95761,0.370821
2.48561,-0.676921,33.15,6.10317,1.77176,31.1844,19.1664,16.2985,-4.7703,2.16685,-8.31221,1.19275
2.84313,-1.33594,31.6463,6.49336,1.27099,29.7752,18.6891,16.0055,-4.82807,2.88038,-8.4746,1.95701
3.03831,-1.96981,30.25,6.74493,0.71974,28.5113,18.1193,15.6408,-4.78922,3.52628,-8.4827,2.65174
3.05509,-2.64856,29.0089,6.82773,0.0893162,27.3992,17.526,15.2124,-4.67917,4.10494,-8.36858,3.27129
2.90918,-3.41455,27.8917,6.74472,-0.620022,26.3786,16.9161,14.7015,-4.5203,4.61587,-8.1652,3.81365
2.6464,-4.27146,26.8288,6.52825,-1.37993,25.3746,16.266,14.0942,-4.33559,5.05817,-7.90704,4.27897
